Date,Close,High,Low,Open,Volume,Bid,Ask
2024-01-29,189.75868225097656,190.22385105233468,187.63079398239137,190.03580216218106,47145600,189.66380290985109,189.85356159210204
2024-01-30,186.10665893554688,189.82801013757918,185.54252724705296,188.97685162880646,55859400,186.01360560607912,186.19971226501463
2024-01-31,182.5040740966797,185.17632596329628,182.45460025625744,185.1169301713608,55467800,182.41282205963137,182.595326133728
2024-02-01,184.93875122070312,185.02782223798647,181.93001441121828,182.0982647000541,64885400,184.8462818450928,185.03122059631346
2024-02-02,183.9391632080078,185.40394215196616,177.40701599262258,178.01074479617154,102551700,183.84719362640382,184.0311327896118
2024-02-05,185.7502899169922,187.30415461768632,183.92921219668443,186.21545864255668,69668800,185.6574147720337,185.84316506195069
2024-02-06,187.35366821289062,187.36355995873058,184.8496822422945,184.93875326056028,43490800,187.25999137878418,187.44734504699707
2024-02-07,187.4625701904297,189.085707800641,186.67079243137192,188.679919622612,53439000,187.36883890533448,187.5563014755249
2024-02-08,186.38375854492188,187.59120098390878,185.42373058041275,187.44274927884152,40962000,186.29056666564944,186.4769504241943
2024-02-09,187.1468048095703,188.2765227675386,186.30446474496694,186.9485964735415,45155200,187.05323140716553,187.2403782119751
2024-02-12,185.46214294433594,186.9684387436886,185.10538907399385,186.72069342042812,41781900,185.3694118728638,185.55487401580808
2024-02-13,183.3711395263672,184.53060074172208,181.85493962465304,184.094566630165,56529500,183.27945395660402,183.46282509613036
2024-02-14,182.4891815185547,183.85674041023526,180.79461213824646,183.64864282656313,54630500,182.39793692779543,182.58042610931395
2024-02-15,182.20181274414062,182.82613576875198,179.71445525689393,181.8946109768474,65434500,182.11071183776858,182.29291365051267
2024-02-16,180.66578674316406,183.18288755084293,180.03155935687485,181.76577652013776,49752500,180.5754538497925,180.75611963653563
2024-02-20,179.9225311279297,180.78467987026374,178.37660298808711,180.1504525533752,53665600,179.83256986236574,180.01249239349363
2024-02-21,180.6757049560547,181.24055639365764,179.03067248659073,180.2991272502037,41371400,180.58536710357666,180.76604280853272
2024-02-22,182.7072296142578,183.29192011230285,180.81446669725386,181.8252568033474,52292200,182.61587599945068,182.79858322906495
2024-02-23,180.8739013671875,183.3711632214272,180.58650833781007,183.34143499372246,45119700,180.7834644165039,180.9643383178711
2024-02-26,179.52618408203125,181.11174516126204,179.02077391854948,180.59644574912906,40867400,179.43642098999024,179.61594717407226
2024-02-27,180.98291015625,182.26126931281985,177.94059046680667,179.46671005654383,54318900,180.8924187011719,181.0734016113281
2024-02-28,179.7838134765625,181.46847854843006,178.50545433930714,180.8639793914523,48953900,179.69392156982423,179.87370538330077
2024-02-29,179.11984252929688,180.9234354771045,177.9108443188521,179.63515696026653,136682600,179.03028260803222,179.20940245056153
2024-03-01,178.03968811035156,178.90183692569335,175.78025215753124,177.93067957222544,73563100,177.9506682662964,178.12870795440674
2024-03-04,173.52081298828125,175.30456703921072,172.22261492332544,174.56133114426578,81510100,173.4340525817871,173.6075733947754
2024-03-05,168.58572387695312,170.48840604509627,168.0902332564625,169.21995126633416,95132400,168.50143101501465,168.6700167388916
2024-03-06,167.59474182128906,169.69563232435493,167.15870765798908,169.5172478388351,68587700,167.51094445037842,167.6785391921997
2024-03-07,167.47581481933594,169.1902079797121,166.97041987504164,167.62445594378354,71765100,167.39207691192627,167.5595527267456
2024-03-08,169.19020080566406,172.13341591430694,167.41635127072408,167.47580771798204,76267000,169.10560570526124,169.27479590606688
2024-03-11,171.19198608398438,172.80729012575145,170.4983023339276,171.38027491353657,60139500,171.1063900909424,171.27758207702635
2024-03-12,171.6676788330078,172.4604668624585,169.4676992338398,171.58839851794536,59825400,171.58184499359132,171.7535126724243
2024-03-13,169.5866241455078,171.62804307697533,169.21995080494636,171.21183277143888,52488700,169.50183083343506,169.67141745758056
2024-03-14,171.43972778320312,172.7379105857579,170.49829877625797,171.35054311459356,72913500,171.35400791931153,171.52544764709472
2024-03-15,171.06317138671875,171.06317138671875,168.75418335618096,169.62625165850892,121752700,170.9776398010254,171.1487029724121
2024-03-18,172.15325927734375,176.107279800922,171.95506605696912,173.98658058844927,75604200,172.0671826477051,172.2393359069824
2024-03-19,174.49195861816406,175.0171774056643,171.4694631572472,172.76764601394297,55215200,174.404712638855,174.57920459747314
2024-03-20,177.05860900878906,177.05860900878906,173.51089450186836,174.1352174960067,53423100,176.97007970428467,177.14713831329345
2024-03-21,169.8244171142578,175.8892314017456,169.29919836926217,175.4531973218615,106181300,169.7395049057007,169.90932932281493
2024-03-22,170.7262725830078,171.48933248689517,168.5262926884995,170.21095802650942,71160100,170.6409094467163,170.81163571929932
2024-03-25,169.3091583251953,170.38932429506946,167.92177545566648,169.0316847755244,54288300,169.22450374603272,169.3938129043579
2024-03-26,168.17945861816406,169.87402832990531,168.0506261984825,168.4668365684045,57388400,168.09536888885498,168.26354834747315
2024-03-27,171.7469482421875,172.0343412561863,168.575811446925,168.87310882923745,60273300,171.6610747680664,171.8328217163086
2024-03-28,169.93344116210938,170.67667701496117,168.97218824939392,170.2010103030642,65672700,169.84847444152834,170.0184078826904
2024-04-01,168.4965362548828,169.70553455748254,167.9514935576168,169.6460781034487,46240500,168.4122879867554,168.58078452301024
2024-04-02,167.31724548339844,167.81273603395658,166.71274640687062,167.5550863912881,49329500,167.23358686065674,167.40090410614013
2024-04-03,168.1199493408203,169.14065873561202,167.05960735256843,167.26770493028647,47691700,168.03588936614992,168.2040093154907
2024-04-04,167.29745483398438,170.3694875068381,167.29745483398438,168.7541832986243,53704400,167.2138061065674,167.38110356140135
2024-04-05,168.05059814453125,168.85329051832247,167.42627513328318,168.06050251317026,42104800,167.96657284545898,168.13462344360352
2024-04-08,166.93080139160156,167.67403738632925,166.72270378093583,167.50557237539863,37425500,166.84733599090578,167.01426679229735
2024-04-09,168.13978576660156,168.5460917055098,166.83169838821917,167.17853275073267,42373800,168.05571587371827,168.22385565948485
2024-04-10,166.26683044433594,167.5650134431552,165.60287483124418,167.27763553824258,49709300,166.18369702911377,166.3499638595581
2024-04-11,173.4613494873047,173.87757491447604,166.64340884278624,166.8217782077108,91070300,173.37461881256104,173.54808016204834
2024-04-12,174.95774841308594,176.7514221146486,172.63885584160187,172.68839280877705,101670900,174.8702695388794,175.04522728729248
2024-04-15,171.13255310058594,175.0370216134587,170.94426424521788,173.77847120218846,73531800,171.04698682403566,171.21811937713622
2024-04-16,167.85240173339844,172.19288913903023,166.7524119884344,170.20102235595408,73711200,167.76847553253174,167.93632793426514
2024-04-17,166.48483276367188,169.1109267558204,166.48483276367188,168.08031301583728,50901200,166.40159034729004,166.5680751800537
2024-04-18,165.5334930419922,167.11906901091456,165.0479219314042,166.51456987389489,43122900,165.4507262954712,165.61625978851316
2024-04-19,163.5119171142578,164.89928490796945,162.60021611822233,164.71101115974596,68149400,163.4301611557007,163.59367307281494
2024-04-22,164.34429931640625,165.751490640931,163.28395741969712,164.02719323258373,48116400,164.26212716674806,164.42647146606444
2024-04-23,165.39474487304688,165.54340111554177,163.4326064657252,163.85873621547074,49537800,165.31204750061036,165.4774422454834
2024-04-24,167.49566650390625,167.77314006308927,164.71101142134987,165.03802194946388,48251800,167.4119186706543,167.5794143371582
2024-04-25,168.35780334472656,169.07131105182287,166.63349053238153,168.0010494911784,50558300,168.27362444305422,168.4419822463989
2024-04-26,167.7731170654297,169.79471202253325,167.6541890412428,168.3478879652858,44838400,167.689230506897,167.85700362396238
2024-04-29,171.9352264404297,174.4424074952563,171.5388400360099,171.80639405446584,68169400,171.8492588272095,172.02119405364988
2024-04-30,168.7938232421875,173.4117990890393,168.46679764398493,171.76676673002254,65934800,168.7094263305664,168.8782201538086
2024-05-01,167.7731170654297,171.15236652369296,167.58482822154218,168.05059058657778,50383100,167.689230506897,167.85700362396238
2024-05-02,171.46946716308594,171.85594920671264,169.34876810707777,170.95415273119292,94214900,171.3837324295044,171.55520189666748
2024-05-03,181.72613525390625,185.31348231884328,181.01262758822543,184.9666328542693,163224100,181.6352721862793,181.8169983215332
2024-05-06,180.07119750976562,182.53873097916653,178.79282331517493,180.7054248623681,78569700,179.98116191101076,180.1612331085205
2024-05-07,180.75497436523438,183.23242749590466,179.68472791941784,181.79550770435065,77305800,180.66459687805178,180.84535185241697
2024-05-08,181.0919189453125,181.4189445721307,179.81354466582562,181.20092748758523,45057100,181.00137298583985,181.18246490478515
2024-05-09,182.90541076660156,182.99459544718977,180.4675903156434,180.91352883975787,48983000,182.81395806121827,182.99686347198485
2024-05-10,181.64517211914062,183.66950932429603,180.7322345449188,183.4809650708303,50759500,181.55434953308105,181.7359947052002
2024-05-13,184.85035705566406,185.6640710757596,183.2030934113359,184.01680743143146,72044800,184.75793187713623,184.9427822341919
